NotesID|OrderID|Note_Date|Note_Time|Details|Role
2006|489|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2007|491|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2008|491|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2009|497|8/23/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
2010|489|8/23/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
2011|502|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2012|504|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2013|507|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2014|508|8/23/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
2015|509|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2016|512|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2017|515|8/23/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1574|495|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1575|490|6/21/2005|12/31/1899|"Status Changed To: ""Project Cancelled"""|admin
1576|496|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1577|497|6/21/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1578|499|6/21/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1579|499|6/21/2005|12/31/1899|"Decision Maker Name: ""Engineering"", Decision Maker Title: ""Barry Volane"""|admin
1580|499|6/21/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1581|497|6/21/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1582|498|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1583|500|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1584|488|6/21/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1585|488|6/21/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1586|488|6/21/2005|12/31/1899|NOTE: We will pay freight please ship together with PO-00491|admin
1587|488|6/21/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1588|488|6/21/2005|12/31/1899|NOTE: Please ship with PO# -00491|admin
1589|501|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1590|502|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1591|502|6/21/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1637|508|6/27/2005|12/31/1899|"Status Changed To: ""Sample Back Ordered"""|admin
1638|508|6/27/2005|12/31/1899|NOTE: NO STOCK.|admin
1659|517|6/29/2005|12/31/1899|NOTE: no stock.|admin
1660|517|6/29/2005|12/31/1899|"Status Changed To: ""Sample Back Ordered"""|admin
1661|515|6/30/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1662|515|6/30/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1663|515|6/30/2005|12/31/1899|NOTE: Please make sure you ship Part number PC-TFT-35PA|admin
1664|516|6/30/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1665|516|6/30/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1666|516|6/30/2005|12/31/1899|NOTE: Please make sure you ship Part number PC-TFT-35PA|admin
1667|516|6/30/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1668|520|6/30/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1669|520|6/30/2005|12/31/1899|"Decision Maker Name: ""Steve Kripper"", Decision Maker Title: ""Owner"""|admin
1670|520|6/30/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1671|519|6/30/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1672|519|6/30/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1673|518|6/30/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1674|496|6/30/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
1675|521|6/30/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1676|522|6/30/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1911|581|8/5/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1989|596|8/16/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1990|597|8/16/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2018|516|8/23/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
2019|517|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2020|518|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2021|519|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2022|519|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2023|520|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2024|528|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2025|533|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2026|536|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2027|539|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2028|540|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2029|551|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2030|552|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2031|553|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2032|554|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2033|558|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2034|563|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2035|564|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2036|567|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2037|568|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2038|569|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2039|580|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2040|581|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2041|582|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2042|589|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2043|590|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2044|591|8/23/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2045|593|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2046|594|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2047|595|8/23/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2054|499|8/24/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2071|618|9/2/2005|12/31/1899|NOTE: SAMPLES SHIPPED 9/1/05|admin
2072|618|9/2/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
2073|124|9/2/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
2074|124|9/2/2005|12/31/1899|NOTE: Usage 100/yr|admin
2075|627|9/2/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2076|626|9/2/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2077|625|9/2/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2078|624|9/2/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2079|623|9/2/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2080|622|9/2/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2081|621|9/2/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2082|619|9/2/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2083|620|9/2/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2084|629|9/7/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2085|629|9/7/2005|12/31/1899|"Decision Maker Name: ""end customer"", Decision Maker Title: ""na"""|admin
2086|629|9/7/2005|12/31/1899|NOTE: Please also ship 10 pcs each AND183HGP and AND160NG|admin
2087|629|9/7/2005|12/31/1899|NOTE: Also please ship 3 pcs each AND412HG & AND520HG|admin
2088|628|9/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2089|610|9/7/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2090|610|9/7/2005|12/31/1899|"Decision Maker Name: ""Frank Hernandez"", Decision Maker Title: ""Engineering"""|admin
2091|610|9/7/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2121|640|9/15/2005|12/31/1899|NOTE: SAMPLE SHIPPED 9/13/05|admin
2122|640|9/15/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
2123|639|9/15/2005|12/31/1899|NOTE: PER JODY, SHIPPED PM235-230-6BT-4 INSTEAD|admin
2124|639|9/15/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
2130|644|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2131|645|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2132|646|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2133|647|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2134|649|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2135|650|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2136|651|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2137|648|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2138|652|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2139|653|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2140|654|9/19/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2141|655|9/19/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2142|655|9/19/2005|12/31/1899|"Decision Maker Name: ""Art"", Decision Maker Title: ""Engineer"""|admin
2143|655|9/19/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2144|633|9/19/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2145|633|9/19/2005|12/31/1899|NOTE: Did not have UPS or FED EX number|admin
2146|631|9/20/2005|12/31/1899|NOTE: samples shipped 9/19/05|admin
2147|631|9/20/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
2148|645|9/20/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2149|645|9/20/2005|12/31/1899|"Decision Maker Name: ""Michael Lysiak"", Decision Maker Title: ""Engineer"""|admin
2150|645|9/20/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2151|645|9/20/2005|12/31/1899|NOTE: Can you please sample 20 pcs|admin
2152|642|9/20/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2153|642|9/20/2005|12/31/1899|"Decision Maker Name: ""Sean Olding"", Decision Maker Title: ""Design Engineer"""|admin
2154|642|9/20/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2155|656|9/20/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2156|657|9/20/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2157|657|9/20/2005|12/31/1899|"Decision Maker Name: ""John Freicht"", Decision Maker Title: ""Engineer"""|admin
2158|657|9/20/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2194|669|9/28/2005|12/31/1899|NOTE: samples shipped 9/27/05|admin
2195|669|9/28/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
2196|670|9/28/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2197|670|9/28/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2198|674|9/28/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2199|674|9/28/2005|12/31/1899|"Decision Maker Name: ""Mike Eddy"", Decision Maker Title: ""Owner"""|admin
2200|674|9/28/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2201|674|9/28/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2202|660|9/28/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2203|660|9/28/2005|12/31/1899|"Decision Maker Name: ""Jeff Incerto"", Decision Maker Title: ""Owner"""|admin
2204|660|9/28/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2205|671|9/28/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2206|672|9/28/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1701|120|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1702|157|7/8/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
1703|157|7/8/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
1704|216|7/8/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
1705|259|7/8/2005|12/31/1899|"Status Changed To: ""Refer to Disti"""|admin
1706|269|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1707|287|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1708|292|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1709|295|7/8/2005|12/31/1899|NOTE: Frequency counter for rep rate of pulse.  WIll place order for 100 pcs in the Sept/Oct time frame|admin
1710|295|7/8/2005|12/31/1899|"Status Changed To: ""Won Deal"""|admin
1711|531|7/8/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1712|316|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1713|329|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1714|532|7/8/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1715|336|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1716|533|7/8/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1717|347|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1718|353|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1719|354|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1720|534|7/8/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1721|363|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1722|364|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1723|369|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1724|372|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1725|373|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1726|376|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1727|379|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1728|380|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1729|385|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1730|395|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1731|410|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1732|521|7/8/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1733|413|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1734|414|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1735|415|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1736|416|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1737|416|7/8/2005|12/31/1899|NOTE: project on hold|admin
1738|422|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1739|423|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1740|438|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1741|439|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1742|440|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1743|443|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1744|461|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1745|462|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1746|466|7/8/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1747|471|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1748|473|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1749|480|7/8/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1770|535|7/11/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
1771|529|7/11/2005|12/31/1899|"Decision Maker Name: ""Vivek Khosla"", Decision Maker Title: ""Engineer"""|admin
1772|528|7/11/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1773|528|7/11/2005|12/31/1899|"Decision Maker Name: ""Army"", Decision Maker Title: ""Superviser"""|admin
1774|528|7/11/2005|12/31/1899|"Authorization Changed to ""Yes"""|
1775|528|7/11/2005|12/31/1899|NOTE: Please send FE0201W-DU version |admin
1776|313|7/11/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1777|417|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1778|467|7/11/2005|12/31/1899|"Status Changed To: ""Lost Deal"""|admin
1779|467|7/11/2005|12/31/1899|"NOTE: Looking for 1""x1"""|admin
1780|472|7/11/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1781|488|7/11/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
2048|593|8/23/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
2125|641|9/15/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2126|642|9/15/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2127|643|9/15/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2179|669|9/26/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2180|669|9/26/2005|12/31/1899|"Decision Maker Name: ""J Salpeter"", Decision Maker Title: ""engineer"""|admin
2181|669|9/26/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2182|669|9/26/2005|12/31/1899|NOTE: please send 12 pcs as samples|admin
2183|668|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2184|668|9/26/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2185|665|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2186|666|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2187|664|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2188|662|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2189|663|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2190|661|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2191|660|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2192|667|9/26/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2193|668|9/26/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2207|673|9/28/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2216|674|10/4/2005|12/31/1899|NOTE: phor inc.|admin
2217|675|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2218|676|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2219|677|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2220|678|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2221|679|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2222|680|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2223|681|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2224|682|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2225|682|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2226|683|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2227|684|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2228|684|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2229|685|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2230|686|10/4/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2231|682|10/7/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2232|682|10/7/2005|12/31/1899|"Decision Maker Name: ""Jerome salpeter"", Decision Maker Title: ""Engineer"""|admin
2233|682|10/7/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2234|682|10/7/2005|12/31/1899|NOTE: please send 10 pcs|admin
2235|685|10/7/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2236|685|10/7/2005|12/31/1899|"Decision Maker Name: ""Jennifer Robison"", Decision Maker Title: ""Engineer"""|admin
2237|685|10/7/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2238|685|10/7/2005|12/31/1899|"Decision Maker Name: ""Jennifer Robison"", Decision Maker Title: ""Engineer"""|admin
2239|685|10/7/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2240|687|10/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2241|688|10/7/2005|12/31/1899|"Status Changed To: ""Sample Back Ordered"""|admin
2242|688|10/7/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2243|688|10/7/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2244|689|10/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2245|690|10/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2246|691|10/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2247|692|10/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2248|693|10/7/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2255|692|10/12/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2256|692|10/12/2005|12/31/1899|"Decision Maker Name: ""Rosie Utech"", Decision Maker Title: ""Tech"""|admin
2257|692|10/12/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2258|690|10/12/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2259|690|10/12/2005|12/31/1899|"Decision Maker Name: ""Carl Rimmele"", Decision Maker Title: ""Tech"""|admin
2260|690|10/12/2005|12/31/1899|"Authorization Changed to ""Yes"""|
2261|693|10/12/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2262|693|10/12/2005|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
2263|694|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2264|695|10/12/2005|12/31/1899|"Status Changed To: ""New"""|admin
2265|695|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2266|696|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2267|697|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2268|698|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2269|700|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2270|701|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2271|699|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2272|702|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2273|703|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2274|704|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2275|705|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2276|706|10/12/2005|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
2279|707|10/13/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
1750|315|7/11/2005|12/31/1899|"Status Changed To: ""Project Cancelled"""|admin
1751|315|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1752|315|7/11/2005|12/31/1899|NOTE: Project on hold.  For military remote control surveillance aircraft|admin
1753|315|7/11/2005|12/31/1899|"Decision Maker Name: ""Dan Gill"", Decision Maker Title: ""Design Engineer"""|admin
1754|324|7/11/2005|12/31/1899|"Status Changed To: ""Lost Deal"""|admin
1755|324|7/11/2005|12/31/1899|NOTE: Display to large for application|admin
1756|315|7/11/2005|12/31/1899|NOTE: Will use if project moves forward.  May also use in consumer RC jet application|admin
1757|389|7/11/2005|12/31/1899|"Status Changed To: ""Lost Deal"""|admin
1758|389|7/11/2005|12/31/1899|NOTE: Lost to Optrex on price|admin
1759|396|7/11/2005|12/31/1899|"Status Changed To: ""Won Deal"""|admin
1760|396|7/11/2005|12/31/1899|NOTE: Will place order thru Allied|admin
1761|417|7/11/2005|12/31/1899|NOTE: Bracket for LED is to long.  WIll have to redesign sheet metal if the product remains in production. No decision as of yet|admin
1762|446|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1763|446|7/11/2005|12/31/1899|NOTE: Balboa Instruments is end customer.  May use alternate display in production.|admin
1764|447|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1765|447|7/11/2005|12/31/1899|NOTE: Replacement for Toshiba. $83.00 target|admin
1766|448|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1767|448|7/11/2005|12/31/1899|NOTE: Key is a Disti.  End customer is Royce Electronics.  Regina will get us an update the end of this week|admin
1768|449|7/11/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1769|464|7/11/2005|12/31/1899|"Status Changed To: ""Sales Contact - Pending"""|admin
1782|316|7/11/2005|12/31/1899|NOTE: Phone number not working, No Response to email|admin
1783|347|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1784|347|7/11/2005|12/31/1899|NOTE: If a fan is used in the product they will use Purdy.  Decision Sept/Oct|admin
1785|385|7/11/2005|12/31/1899|"Status Changed To: ""Working Sale"""|admin
1786|385|7/11/2005|12/31/1899|"Decision Maker Name: ""Kevin"", Decision Maker Title: ""Engineering"""|admin
1787|528|7/11/2005|12/31/1899|NOTE: SAMPLE SHIPPED 7/11/05. REF. S/O# 63082|admin
1788|528|7/11/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
1905|564|8/2/2005|12/31/1899|NOTE: SAMPLE SHIPPED 8/2/05.|admin
1906|564|8/2/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
1907|564|8/2/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
1908|563|8/2/2005|12/31/1899|NOTE: SAMPLE SHIPPED 8/2/05.|admin
1909|563|8/2/2005|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
2277|708|10/13/2005|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
2278|708|10/13/2005|12/31/1899|"Authorization Changed to ""Yes"""|
